,desc,trans,origin,engine,price
6837,2013 Toyota Venza,automatic,foreign,petrol,5000000
6838,2010 Toyota Corolla,automatic,foreign,petrol,2700000
6839,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
6840,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
6841,2005 Toyota Sienna,automatic,foreign,petrol,2500000
6842,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
6843,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
6844,2000 Lexus RX,automatic,foreign,petrol,2000000
6845,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
6846,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
6847,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
6848,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
6849,2004 Toyota Matrix,automatic,foreign,petrol,1880000
6850,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
6851,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
6852,2015 Toyota Camry,automatic,foreign,petrol,5700000
6853,2008 Lexus ES 350,automatic,foreign,petrol,3000000
6854,2008 Honda CR-V,automatic,foreign,petrol,2800000
6855,2005 Volkswagen LT,,foreign,diesel,2500000
6856,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
6857,2013 Toyota Venza,automatic,foreign,petrol,5000000
6858,2010 Toyota Corolla,automatic,foreign,petrol,2700000
6859,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
6860,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
6861,2005 Toyota Sienna,automatic,foreign,petrol,2500000
6862,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
6863,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
6864,2000 Lexus RX,automatic,foreign,petrol,2000000
6865,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
6866,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
6867,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
6868,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
6869,2004 Toyota Matrix,automatic,foreign,petrol,1880000
6870,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
6871,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
6872,2015 Toyota Camry,automatic,foreign,petrol,5700000
6873,2008 Lexus ES 350,automatic,foreign,petrol,3000000
6874,2008 Honda CR-V,automatic,foreign,petrol,2800000
6875,2005 Volkswagen LT,,foreign,diesel,2500000
6876,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
6877,2013 Toyota Venza,automatic,foreign,petrol,5000000
6878,2010 Toyota Corolla,automatic,foreign,petrol,2700000
6879,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
6880,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
6881,2005 Toyota Sienna,automatic,foreign,petrol,2500000
6882,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
6883,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
6884,2000 Lexus RX,automatic,foreign,petrol,2000000
6885,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
6886,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
6887,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
6888,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
6889,2004 Toyota Matrix,automatic,foreign,petrol,1880000
6890,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
6891,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
6892,2015 Toyota Camry,automatic,foreign,petrol,5700000
6893,2008 Lexus ES 350,automatic,foreign,petrol,3000000
6894,2008 Honda CR-V,automatic,foreign,petrol,2800000
6895,2005 Volkswagen LT,,foreign,diesel,2500000
6896,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
6897,2013 Toyota Venza,automatic,foreign,petrol,5000000
6898,2010 Toyota Corolla,automatic,foreign,petrol,2700000
6899,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
6900,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
6901,2005 Toyota Sienna,automatic,foreign,petrol,2500000
6902,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
6903,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
6904,2000 Lexus RX,automatic,foreign,petrol,2000000
6905,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
6906,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
6907,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
6908,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
6909,2004 Toyota Matrix,automatic,foreign,petrol,1880000
6910,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
6911,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
6912,2015 Toyota Camry,automatic,foreign,petrol,5700000
6913,2008 Lexus ES 350,automatic,foreign,petrol,3000000
6914,2008 Honda CR-V,automatic,foreign,petrol,2800000
6915,2005 Volkswagen LT,,foreign,diesel,2500000
6916,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
6917,2013 Toyota Venza,automatic,foreign,petrol,5000000
6918,2010 Toyota Corolla,automatic,foreign,petrol,2700000
6919,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
6920,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
6921,2005 Toyota Sienna,automatic,foreign,petrol,2500000
6922,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
6923,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
6924,2000 Lexus RX,automatic,foreign,petrol,2000000
6925,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
6926,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
6927,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
6928,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
6929,2004 Toyota Matrix,automatic,foreign,petrol,1880000
6930,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
6931,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
6932,2015 Toyota Camry,automatic,foreign,petrol,5700000
6933,2008  Lexus ES 350,automatic,foreign,petrol,3000000
6934,2008 Honda CR-V,automatic,foreign,petrol,2800000
6935,2005 Volkswagen LT,,foreign,diesel,2500000
6936,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
6937,2013 Toyota Venza,automatic,foreign,petrol,5000000
6938,2010 Toyota Corolla,automatic,foreign,petrol,2700000
6939,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
6940,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
6941,2005 Toyota Sienna,automatic,foreign,petrol,2500000
6942,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
6943,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
6944,2000 Lexus RX,automatic,foreign,petrol,2000000
6945,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
6946,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
6947,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
6948,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
6949,2004 Toyota Matrix,automatic,foreign,petrol,1880000
6950,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
6951,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
6952,2015 Toyota Camry,automatic,foreign,petrol,5700000
6953,2008 Lexus ES 350,automatic,foreign,petrol,3000000
6954,2008 Honda CR-V,automatic,foreign,petrol,2800000
6955,2005 Volkswagen LT,,foreign,diesel,2500000
6956,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
6957,2013 Toyota Venza,automatic,foreign,petrol,5000000
6958,2010 Toyota Corolla,automatic,foreign,petrol,2700000
6959,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
6960,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
6961,2005 Toyota Sienna,automatic,foreign,petrol,2500000
6962,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
6963,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
6964,2000 Lexus RX,automatic,foreign,petrol,2000000
6965,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
6966,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
6967,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
6968,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
6969,2004 Toyota Matrix,automatic,foreign,petrol,1880000
6970,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
6971,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
6972,2015 Toyota Camry,automatic,foreign,petrol,5700000
6973,2008 Lexus ES 350,automatic,foreign,petrol,3000000
6974,2008 Honda CR-V,automatic,foreign,petrol,2800000
6975,2005 Volkswagen LT,,foreign,diesel,2500000
6976,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
6977,2013 Toyota Venza,automatic,foreign,petrol,5000000
6978,2010 Toyota Corolla,automatic,foreign,petrol,2700000
6979,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
6980,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
6981,2005 Toyota Sienna,automatic,foreign,petrol,2500000
6982,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
6983,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
6984,2000 Lexus RX,automatic,foreign,petrol,2000000
6985,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
6986,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
6987,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
6988,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
6989,2004 Toyota Matrix,automatic,foreign,petrol,1880000
6990,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
6991,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
6992,2015 Toyota Camry,automatic,foreign,petrol,5700000
6993,2008 Lexus ES 350,automatic,foreign,petrol,3000000
6994,2008 Honda CR-V,automatic,foreign,petrol,2800000
6995,2005 Volkswagen LT,,foreign,diesel,2500000
6996,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
6997,2013 Toyota Venza,automatic,foreign,petrol,5000000
6998,2010 Toyota Corolla,automatic,foreign,petrol,2700000
6999,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7000,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7001,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7002,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7003,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7004,2000 Lexus RX,automatic,foreign,petrol,2000000
7005,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7006,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7007,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7008,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7009,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7010,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7011,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7012,2015 Toyota Camry,automatic,foreign,petrol,5700000
7013,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7014,2008 Honda CR-V,automatic,foreign,petrol,2800000
7015,2005 Volkswagen LT,,foreign,diesel,2500000
7016,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7017,2013 Toyota Venza,automatic,foreign,petrol,5000000
7018,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7019,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7020,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7021,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7022,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7023,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7024,2000 Lexus RX,automatic,foreign,petrol,2000000
7025,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7026,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7027,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7028,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7029,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7030,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7031,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7032,2015 Toyota Camry,automatic,foreign,petrol,5700000
7033,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7034,2008 Honda CR-V,automatic,foreign,petrol,2800000
7035,2005 Volkswagen LT,,foreign,diesel,2500000
7036,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7037,2013 Toyota Venza,automatic,foreign,petrol,5000000
7038,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7039,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7040,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7041,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7042,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7043,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7044,2000 Lexus RX,automatic,foreign,petrol,2000000
7045,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7046,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7047,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7048,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7049,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7050,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7051,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7052,2015 Toyota Camry,automatic,foreign,petrol,5700000
7053,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7054,2008 Honda CR-V,automatic,foreign,petrol,2800000
7055,2005 Volkswagen LT,,foreign,diesel,2500000
7056,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7057,2013 Toyota Venza,automatic,foreign,petrol,5000000
7058,2010  Toyota Corolla,automatic,foreign,petrol,2700000
7059,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7060,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7061,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7062,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7063,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7064,2000 Lexus RX,automatic,foreign,petrol,2000000
7065,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7066,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7067,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7068,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7069,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7070,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7071,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7072,2015 Toyota Camry,automatic,foreign,petrol,5700000
7073,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7074,2008 Honda CR-V,automatic,foreign,petrol,2800000
7075,2005 Volkswagen LT,,foreign,diesel,2500000
7076,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7077,2013 Toyota Venza,automatic,foreign,petrol,5000000
7078,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7079,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7080,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7081,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7082,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7083,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7084,2000 Lexus RX,automatic,foreign,petrol,2000000
7085,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7086,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7087,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7088,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7089,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7090,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7091,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7092,2015 Toyota Camry,automatic,foreign,petrol,5700000
7093,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7094,2008  Honda CR-V,automatic,foreign,petrol,2800000
7095,2005 Volkswagen LT,,foreign,diesel,2500000
7096,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7097,2013 Toyota Venza,automatic,foreign,petrol,5000000
7098,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7099,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7100,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7101,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7102,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7103,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7104,2000 Lexus RX,automatic,foreign,petrol,2000000
7105,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7106,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7107,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7108,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7109,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7110,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7111,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7112,2015 Toyota Camry,automatic,foreign,petrol,5700000
7113,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7114,2008 Honda CR-V,automatic,foreign,petrol,2800000
7115,2005 Volkswagen LT,,foreign,diesel,2500000
7116,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7117,2013 Toyota Venza,automatic,foreign,petrol,5000000
7118,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7119,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7120,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7121,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7122,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7123,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7124,2000 Lexus RX,automatic,foreign,petrol,2000000
7125,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7126,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7127,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7128,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7129,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7130,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7131,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7132,2015 Toyota Camry,automatic,foreign,petrol,5700000
7133,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7134,2008 Honda CR-V,automatic,foreign,petrol,2800000
7135,2005 Volkswagen LT,,foreign,diesel,2500000
7136,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7137,2013 Toyota Venza,automatic,foreign,petrol,5000000
7138,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7139,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7140,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7141,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7142,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7143,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7144,2000 Lexus RX,automatic,foreign,petrol,2000000
7145,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7146,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7147,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7148,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7149,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7150,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7151,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7152,2015 Toyota Camry,automatic,foreign,petrol,5700000
7153,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7154,2008 Honda CR-V,automatic,foreign,petrol,2800000
7155,2005 Volkswagen LT,,foreign,diesel,2500000
7156,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7157,2013 Toyota Venza,automatic,foreign,petrol,5000000
7158,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7159,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7160,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7161,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7162,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7163,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7164,2000 Lexus RX,automatic,foreign,petrol,2000000
7165,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7166,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7167,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7168,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7169,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7170,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7171,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7172,2015 Toyota Camry,automatic,foreign,petrol,5700000
7173,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7174,2008 Honda CR-V,automatic,foreign,petrol,2800000
7175,2005 Volkswagen LT,,foreign,diesel,2500000
7176,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7177,2013 Toyota Venza,automatic,foreign,petrol,5000000
7178,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7179,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7180,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7181,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7182,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7183,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7184,2000 Lexus RX,automatic,foreign,petrol,2000000
7185,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7186,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7187,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7188,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7189,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7190,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7191,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7192,2015 Toyota Camry,automatic,foreign,petrol,5700000
7193,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7194,2008 Honda CR-V,automatic,foreign,petrol,2800000
7195,2005 Volkswagen LT,,foreign,diesel,2500000
7196,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7197,2013 Toyota Venza,automatic,foreign,petrol,5000000
7198,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7199,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7200,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7201,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7202,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7203,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7204,2000 Lexus RX,automatic,foreign,petrol,2000000
7205,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7206,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7207,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7208,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7209,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7210,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7211,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7212,2015 Toyota Camry,automatic,foreign,petrol,5700000
7213,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7214,2008 Honda CR-V,automatic,foreign,petrol,2800000
7215,2005 Volkswagen LT,,foreign,diesel,2500000
7216,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7217,2013 Toyota Venza,automatic,foreign,petrol,5000000
7218,2010 Toyota Corolla,automatic,foreign,petrol,2700000
7219,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
7220,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
7221,2005 Toyota Sienna,automatic,foreign,petrol,2500000
7222,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
7223,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
7224,2000 Lexus RX,automatic,foreign,petrol,2000000
7225,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
7226,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
7227,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
7228,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
7229,2004 Toyota Matrix,automatic,foreign,petrol,1880000
7230,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
7231,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
7232,2015 Toyota Camry,automatic,foreign,petrol,5700000
7233,2008 Lexus ES 350,automatic,foreign,petrol,3000000
7234,2008 Honda CR-V,automatic,foreign,petrol,2800000
7235,2005 Volkswagen LT,,foreign,diesel,2500000
7236,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
7237,2013 Toyota Venza,automatic,foreign,petrol,5000000
